DATE,age_category,percent_positive_7d_avg
2022-09-20,0to13,0.0718
2022-09-21,0to13,0.0695
2022-09-22,0to13,0.0710
2022-09-23,0to13,0.0706
2022-09-24,0to13,0.0708
2022-09-25,0to13,0.0689
2022-09-26,0to13,0.0666
2022-09-27,0to13,0.0629
2022-09-28,0to13,0.0630
2022-09-29,0to13,0.0615
2022-09-30,0to13,0.0616
2022-10-01,0to13,0.0644
2022-10-02,0to13,0.0626
2022-10-03,0to13,0.0607
2022-10-04,0to13,0.0624
2022-10-05,0to13,0.0680
2022-10-06,0to13,0.0651
2022-10-07,0to13,0.0635
2022-10-08,0to13,0.0622
2022-10-09,0to13,0.0595
2022-10-10,0to13,0.0603
2022-10-11,0to13,0.0616
2022-10-12,0to13,0.0589
2022-10-13,0to13,0.0579
2022-10-14,0to13,0.0591
2022-10-15,0to13,0.0580
2022-10-16,0to13,0.0592
2022-10-17,0to13,0.0563
2022-10-18,0to13,0.0536
2022-10-19,0to13,0.0503
2022-10-20,0to13,0.0471
2022-10-21,0to13,0.0446
2022-10-22,0to13,0.0430
2022-10-23,0to13,0.0424
2022-10-24,0to13,0.0429
2022-10-25,0to13,0.0479
2022-10-26,0to13,0.0487
2022-10-27,0to13,0.0515
2022-10-28,0to13,0.0484
2022-10-29,0to13,0.0487
2022-10-30,0to13,0.0481
2022-10-31,0to13,0.0464
2022-11-01,0to13,0.0399
2022-11-02,0to13,0.0390
2022-11-03,0to13,0.0356
2022-11-04,0to13,0.0392
2022-11-05,0to13,0.0382
2022-11-06,0to13,0.0353
2022-11-07,0to13,0.0372
2022-11-08,0to13,0.0383
2022-11-09,0to13,0.0384
2022-11-10,0to13,0.0385
2022-11-11,0to13,0.0344
2022-11-12,0to13,0.0344
2022-11-13,0to13,0.0369
2022-11-14,0to13,0.0318
2022-11-15,0to13,0.0288
2022-11-16,0to13,0.0258
2022-11-17,0to13,0.0237
2022-11-18,0to13,0.0234
2022-11-19,0to13,0.0215
2022-11-20,0to13,0.0196
2022-11-21,0to13,0.0208
2022-11-22,0to13,0.0208
2022-11-23,0to13,0.0209
2022-11-24,0to13,0.0224
2022-11-25,0to13,0.0238
2022-11-26,0to13,0.0248
2022-11-27,0to13,0.0257
2022-11-28,0to13,0.0261
2022-11-29,0to13,0.0298
2022-11-30,0to13,0.0296
2022-12-01,0to13,0.0292
2022-12-02,0to13,0.0294
2022-12-03,0to13,0.0320
2022-12-04,0to13,0.0327
2022-12-05,0to13,0.0335
2022-12-06,0to13,0.0280
2022-12-07,0to13,0.0302
2022-12-08,0to13,0.0303
2022-12-09,0to13,0.0329
2022-12-10,0to13,0.0295
2022-12-11,0to13,0.0310
2022-12-12,0to13,0.0311
2022-12-13,0to13,0.0382
2022-12-14,0to13,0.0358
2022-12-15,0to13,0.0376
2022-12-16,0to13,0.0382
2022-12-17,0to13,0.0424
2022-12-18,0to13,0.0474
2022-12-19,0to13,0.0501
2022-12-20,0to13,0.0477
2022-12-21,0to13,0.0528
2022-12-22,0to13,0.0531
2022-12-23,0to13,0.0509
2022-12-24,0to13,0.0506
2022-12-25,0to13,0.0471
2022-12-26,0to13,0.0445
2022-12-27,0to13,0.0456
2022-12-28,0to13,0.0465
2022-12-29,0to13,0.0481
2022-12-30,0to13,0.0526
2022-12-31,0to13,0.0590
2023-01-01,0to13,0.0555
2023-01-02,0to13,0.0606
2023-01-03,0to13,0.0613
2023-01-04,0to13,0.0603
2023-01-05,0to13,0.0615
2023-01-06,0to13,0.0603
2023-01-07,0to13,0.0556
2023-01-08,0to13,0.0619
2023-01-09,0to13,0.0577
2023-01-10,0to13,0.0531
2023-01-11,0to13,0.0566
2023-01-12,0to13,0.0562
2023-01-13,0to13,0.0579
2023-01-14,0to13,0.0597
2023-01-15,0to13,0.0561
2023-01-16,0to13,0.0634
2023-01-17,0to13,0.0675
2023-01-18,0to13,0.0648
2023-01-19,0to13,0.0699
2023-01-20,0to13,0.0662
2023-01-21,0to13,0.0623
2023-01-22,0to13,0.0636
2023-01-23,0to13,0.0688
2023-01-24,0to13,0.0719
2023-01-25,0to13,0.0754
2023-01-26,0to13,0.0822
2023-01-27,0to13,0.0882
2023-01-28,0to13,0.0890
2023-01-29,0to13,0.0913
2023-01-30,0to13,0.0815
2023-01-31,0to13,0.0813
2023-02-01,0to13,0.0787
2023-02-02,0to13,0.0614
2023-02-03,0to13,0.0557
2023-02-04,0to13,0.0577
2023-02-05,0to13,0.0603
2023-02-06,0to13,0.0614
2023-02-07,0to13,0.0626
2023-02-08,0to13,0.0589
2023-02-09,0to13,0.0616
2023-02-10,0to13,0.0619
2023-02-11,0to13,0.0625
2023-02-12,0to13,0.0567
2023-02-13,0to13,0.0534
2023-02-14,0to13,0.0482
2023-02-15,0to13,0.0500
2023-02-16,0to13,0.0531
2023-02-17,0to13,0.0564
2023-02-18,0to13,0.0480
2023-02-19,0to13,0.0464
2023-02-20,0to13,0.0435
2023-02-21,0to13,0.0428
2023-02-22,0to13,0.0459
2023-02-23,0to13,0.0391
2023-02-24,0to13,0.0335
2023-02-25,0to13,0.0379
2023-02-26,0to13,0.0402
2023-02-27,0to13,0.0435
2023-02-28,0to13,0.0427
2023-03-01,0to13,0.0372
2023-03-02,0to13,0.0409
2023-03-03,0to13,0.0418
2023-03-04,0to13,0.0417
2023-03-05,0to13,0.0373
2023-03-06,0to13,0.0387
2023-03-07,0to13,0.0375
2023-03-08,0to13,0.0389
2023-03-09,0to13,0.0360
2023-03-10,0to13,0.0335
2023-03-11,0to13,0.0373
2023-03-12,0to13,0.0350
2023-03-13,0to13,0.0298
2023-03-14,0to13,0.0316
2023-03-15,0to13,0.0280
2023-03-16,0to13,0.0289
2023-03-17,0to13,0.0314
2023-03-18,0to13,0.0267
2023-03-19,0to13,0.0290
2023-03-20,0to13,0.0311
2023-03-21,0to13,0.0294
2023-03-22,0to13,0.0328
2023-03-23,0to13,0.0332
2023-03-24,0to13,0.0334
2023-03-25,0to13,0.0319
2023-03-26,0to13,0.0331
2023-03-27,0to13,0.0350
2023-03-28,0to13,0.0368
2023-03-29,0to13,0.0323
2023-03-30,0to13,0.0342
2023-03-31,0to13,0.0348
2023-04-01,0to13,0.0367
2023-04-02,0to13,0.0379
2023-04-03,0to13,0.0381
2023-04-04,0to13,0.0368
2023-04-05,0to13,0.0399
2023-04-06,0to13,0.0355
2023-04-07,0to13,0.0321
2023-04-08,0to13,0.0313
2023-04-09,0to13,0.0292
2023-04-10,0to13,0.0246
2023-04-11,0to13,0.0246
2023-04-12,0to13,0.0209
2023-04-13,0to13,0.0230
2023-04-14,0to13,0.0238
2023-04-15,0to13,0.0203
2023-04-16,0to13,0.0180
2023-04-17,0to13,0.0189
2023-04-18,0to13,0.0168
2023-04-19,0to13,0.0189
2023-04-20,0to13,0.0164
2023-04-21,0to13,0.0178
2023-04-22,0to13,0.0222
2023-04-23,0to13,0.0256
2023-04-24,0to13,0.0219
2023-04-25,0to13,0.0212
2023-04-26,0to13,0.0207
2023-04-27,0to13,0.0195
2023-04-28,0to13,0.0180
2023-04-29,0to13,0.0149
2023-04-30,0to13,0.0144
2023-05-01,0to13,0.0179
2023-05-02,0to13,0.0182
2023-05-03,0to13,0.0182
2023-05-04,0to13,0.0223
2023-05-05,0to13,0.0225
2023-05-06,0to13,0.0224
2023-05-07,0to13,0.0206
2023-05-08,0to13,0.0198
2023-05-09,0to13,0.0194
2023-05-10,0to13,0.0217
2023-05-11,0to13,0.0219
2023-05-12,0to13,0.0239
2023-05-13,0to13,0.0237
2023-05-14,0to13,0.0217
2023-05-15,0to13,0.0200
2023-05-16,0to13,0.0252
2023-05-17,0to13,0.0225
2023-05-18,0to13,0.0183
2023-05-19,0to13,0.0138
2023-05-20,0to13,0.0123
2023-05-21,0to13,0.0168
2023-05-22,0to13,0.0198
2023-05-23,0to13,0.0161
2023-05-24,0to13,0.0161
2023-05-25,0to13,0.0179
2023-05-26,0to13,0.0194
2023-05-27,0to13,0.0251
2023-05-28,0to13,0.0262
2023-05-29,0to13,0.0225
2023-05-30,0to13,0.0224
2023-05-31,0to13,0.0214
2023-06-01,0to13,0.0222
2023-06-02,0to13,0.0224
2023-06-03,0to13,0.0182
2023-06-04,0to13,0.0126
2023-06-05,0to13,0.0156
2023-06-06,0to13,0.0166
2023-06-07,0to13,0.0165
2023-06-08,0to13,0.0125
2023-06-09,0to13,0.0096
2023-06-10,0to13,0.0098
2023-06-11,0to13,0.0125
2023-06-12,0to13,0.0097
2023-06-13,0to13,0.0082
2023-06-14,0to13,0.0100
2023-06-15,0to13,0.0128
2023-06-16,0to13,0.0161
2023-06-17,0to13,0.0143
2023-06-18,0to13,0.0144
2023-06-19,0to13,0.0145
2023-06-20,0to13,0.0114
2023-06-21,0to13,0.0128
2023-06-22,0to13,0.0104
2023-06-23,0to13,0.0088
2023-06-24,0to13,0.0086
2023-06-25,0to13,0.0059
2023-06-26,0to13,0.0088
2023-06-27,0to13,0.0137
2023-06-28,0to13,0.0140
2023-06-29,0to13,0.0140
2023-06-30,0to13,0.0177
2023-07-01,0to13,0.0179
2023-07-02,0to13,0.0206
2023-07-03,0to13,0.0213
2023-07-04,0to13,0.0183
2023-07-05,0to13,0.0146
2023-07-06,0to13,0.0172
2023-07-07,0to13,0.0126
2023-07-08,0to13,0.0151
2023-07-09,0to13,0.0120
2023-07-10,0to13,0.0122
2023-07-11,0to13,0.0107
2023-07-12,0to13,0.0110
2023-07-13,0to13,0.0097
2023-07-14,0to13,0.0100
2023-07-15,0to13,0.0082
2023-07-16,0to13,0.0086
2023-07-17,0to13,0.0045
2023-07-18,0to13,0.0092
2023-07-19,0to13,0.0073
2023-07-20,0to13,0.0048
2023-07-21,0to13,0.0051
2023-07-22,0to13,0.0052
2023-07-23,0to13,0.0052
2023-07-24,0to13,0.0078
2023-07-25,0to13,0.0101
2023-07-26,0to13,0.0127
2023-07-27,0to13,0.0182
2023-07-28,0to13,0.0208
2023-07-29,0to13,0.0200
2023-07-30,0to13,0.0208
2023-07-31,0to13,0.0243
2023-08-01,0to13,0.0181
2023-08-02,0to13,0.0210
2023-08-03,0to13,0.0148
2023-08-04,0to13,0.0113
2023-08-05,0to13,0.0145
2023-08-06,0to13,0.0170
2023-08-07,0to13,0.0114
2023-08-08,0to13,0.0110
2023-08-09,0to13,0.0136
2023-08-10,0to13,0.0138
2023-08-11,0to13,0.0141
2023-08-12,0to13,0.0113
2023-08-13,0to13,0.0142
2023-08-14,0to13,0.0185
2023-08-15,0to13,0.0217
2023-08-16,0to13,0.0173
2023-08-17,0to13,0.0236
2023-08-18,0to13,0.0314
2023-08-19,0to13,0.0325
2023-08-20,0to13,0.0345
2023-08-21,0to13,0.0292
2023-08-22,0to13,0.0329
2023-08-23,0to13,0.0368
2023-08-24,0to13,0.0364
2023-08-25,0to13,0.0328
2023-08-26,0to13,0.0403
2023-08-27,0to13,0.0325
2023-08-28,0to13,0.0497
2023-08-29,0to13,0.0523
2023-08-30,0to13,0.0474
2023-08-31,0to13,0.0483
2023-09-01,0to13,0.0546
2023-09-02,0to13,0.0531
2023-09-03,0to13,0.0528
2023-09-04,0to13,0.0403
2023-09-05,0to13,0.0389
2023-09-06,0to13,0.0444
2023-09-07,0to13,0.0479
2023-09-08,0to13,0.0409
2023-09-09,0to13,0.0436
2023-09-10,0to13,0.0426
2023-09-11,0to13,0.0421
2023-09-12,0to13,0.0521
2023-09-13,0to13,0.0472
2023-09-14,0to13,0.0417
2023-09-15,0to13,0.0446
2023-09-16,0to13,0.0431
2023-09-17,0to13,0.0469
2023-09-18,0to13,0.0456
2023-09-19,0to13,0.0365
2023-09-20,0to13,0.0397
2023-09-21,0to13,0.0455
2023-09-22,0to13,0.0474
2023-09-23,0to13,0.0498
2023-09-24,0to13,0.0494
2023-09-25,0to13,0.0503
2023-09-26,0to13,0.0536
2023-09-27,0to13,0.0494
2023-09-28,0to13,0.0443
2023-09-29,0to13,0.0447
2023-09-30,0to13,0.0398
2023-10-01,0to13,0.0388
2023-10-02,0to13,0.0362
2023-10-03,0to13,0.0292
2023-10-04,0to13,0.0295
2023-10-05,0to13,0.0315
2023-10-06,0to13,0.0265
2023-10-07,0to13,0.0227
2023-10-08,0to13,0.0273
2023-10-09,0to13,0.0286
2023-10-10,0to13,0.0286
2023-10-11,0to13,0.0278
2023-10-12,0to13,0.0278
2023-10-13,0to13,0.0280
2023-10-14,0to13,0.0333
2023-10-15,0to13,0.0270
2023-10-16,0to13,0.0289
2023-10-17,0to13,0.0354
2023-10-18,0to13,0.0338
2023-10-19,0to13,0.0291
2023-10-20,0to13,0.0265
2023-10-21,0to13,0.0262
2023-10-22,0to13,0.0302
2023-10-23,0to13,0.0281
2023-10-24,0to13,0.0260
2023-10-25,0to13,0.0292
2023-10-26,0to13,0.0308
2023-10-27,0to13,0.0361
2023-10-28,0to13,0.0361
2023-10-29,0to13,0.0320
2023-10-30,0to13,0.0383
2023-10-31,0to13,0.0374
2023-11-01,0to13,0.0360
2023-11-02,0to13,0.0356
2023-11-03,0to13,0.0316
2023-11-04,0to13,0.0303
2023-11-05,0to13,0.0307
2023-11-06,0to13,0.0261
2023-11-07,0to13,0.0293
2023-11-08,0to13,0.0323
2023-11-09,0to13,0.0305
2023-11-10,0to13,0.0310
2023-11-11,0to13,0.0315
2023-11-12,0to13,0.0320
2023-11-13,0to13,0.0369
2023-11-14,0to13,0.0403
2023-11-15,0to13,0.0415
2023-11-16,0to13,0.0461
2023-11-17,0to13,0.0488
2023-11-18,0to13,0.0457
2023-11-19,0to13,0.0494
2023-11-20,0to13,0.0461
2023-11-21,0to13,0.0412
2023-11-22,0to13,0.0403
2023-11-23,0to13,0.0419
2023-11-24,0to13,0.0403
2023-11-25,0to13,0.0410
2023-11-26,0to13,0.0399
2023-11-27,0to13,0.0427
2023-11-28,0to13,0.0423
2023-11-29,0to13,0.0447
2023-11-30,0to13,0.0392
2023-12-01,0to13,0.0406
2023-12-02,0to13,0.0410
2023-12-03,0to13,0.0429
2023-12-04,0to13,0.0427
2023-12-05,0to13,0.0429
2023-12-06,0to13,0.0422
2023-12-07,0to13,0.0476
2023-12-08,0to13,0.0452
2023-12-09,0to13,0.0525
2023-12-10,0to13,0.0507
2023-12-11,0to13,0.0519
2023-12-12,0to13,0.0540
2023-12-13,0to13,0.0502
2023-12-14,0to13,0.0516
2023-12-15,0to13,0.0529
2023-12-16,0to13,0.0516
2023-12-17,0to13,0.0545
2023-12-18,0to13,0.0491
2023-12-19,0to13,0.0492
2023-12-20,0to13,0.0503
2023-12-21,0to13,0.0483
2023-12-22,0to13,0.0527
2023-12-23,0to13,0.0503
2023-12-24,0to13,0.0494
2023-12-25,0to13,0.0544
2023-12-26,0to13,0.0530
2023-12-27,0to13,0.0563
2023-12-28,0to13,0.0543
2023-12-29,0to13,0.0486
2023-12-30,0to13,0.0452
2023-12-31,0to13,0.0423
2024-01-01,0to13,0.0362
2024-01-02,0to13,0.0357
2024-01-03,0to13,0.0304
2024-01-04,0to13,0.0349
2024-01-05,0to13,0.0329
2024-01-06,0to13,0.0360
2024-01-07,0to13,0.0403
2024-01-08,0to13,0.0410
2024-01-09,0to13,0.0421
2024-01-10,0to13,0.0451
2024-01-11,0to13,0.0367
2024-01-12,0to13,0.0414
2024-01-13,0to13,0.0483
2024-01-14,0to13,0.0434
2024-01-15,0to13,0.0447
2024-01-16,0to13,0.0452
2024-01-17,0to13,0.0422
2024-01-18,0to13,0.0399
2024-01-19,0to13,0.0382
2024-01-20,0to13,0.0316
2024-01-21,0to13,0.0310
2024-01-22,0to13,0.0319
2024-01-23,0to13,0.0319
2024-01-24,0to13,0.0305
2024-01-25,0to13,0.0302
2024-01-26,0to13,0.0296
2024-01-27,0to13,0.0327
2024-01-28,0to13,0.0357
2024-01-29,0to13,0.0437
2024-01-30,0to13,0.0446
2024-01-31,0to13,0.0446
2024-02-01,0to13,0.0512
2024-02-02,0to13,0.0510
2024-02-03,0to13,0.0512
2024-02-04,0to13,0.0445
2024-02-05,0to13,0.0390
2024-02-06,0to13,0.0321
2024-02-07,0to13,0.0318
2024-02-08,0to13,0.0261
2024-02-09,0to13,0.0235
2024-02-10,0to13,0.0210
2024-02-11,0to13,0.0239
2024-02-12,0to13,0.0217
2024-02-13,0to13,0.0223
2024-02-14,0to13,0.0203
2024-02-15,0to13,0.0201
2024-02-16,0to13,0.0213
2024-02-17,0to13,0.0199
2024-02-18,0to13,0.0161
2024-02-19,0to13,0.0149
2024-02-20,0to13,0.0169
2024-02-21,0to13,0.0191
2024-02-22,0to13,0.0182
2024-02-23,0to13,0.0191
2024-02-24,0to13,0.0188
2024-02-25,0to13,0.0221
2024-02-26,0to13,0.0214
2024-02-27,0to13,0.0183
2024-02-28,0to13,0.0178
2024-02-29,0to13,0.0215
2024-03-01,0to13,0.0194
2024-03-02,0to13,0.0192
2024-03-03,0to13,0.0185
2024-03-04,0to13,0.0191
2024-03-05,0to13,0.0184
2024-03-06,0to13,0.0171
2024-03-07,0to13,0.0143
2024-03-08,0to13,0.0132
2024-03-09,0to13,0.0112
2024-03-10,0to13,0.0096
2024-03-11,0to13,0.0090
2024-03-12,0to13,0.0100
2024-03-13,0to13,0.0085
2024-03-14,0to13,0.0088
2024-03-15,0to13,0.0122
2024-03-16,0to13,0.0138
2024-03-17,0to13,0.0147
2024-03-18,0to13,0.0138
2024-03-19,0to13,0.0140
2024-03-20,0to13,0.0145
2024-03-21,0to13,0.0150
2024-03-22,0to13,0.0102
2024-03-23,0to13,0.0104
2024-03-24,0to13,0.0102
2024-03-25,0to13,0.0091
2024-03-26,0to13,0.0090
2024-03-27,0to13,0.0101
2020-05-01,14to17,0.0337
2020-05-02,14to17,0.0374
2020-05-03,14to17,0.0431
2020-05-04,14to17,0.0378
2020-05-05,14to17,0.0347
2020-05-06,14to17,0.0349
2020-05-07,14to17,0.0384
2020-05-08,14to17,0.0358
2020-05-09,14to17,0.0341
2020-05-10,14to17,0.0271
2020-05-11,14to17,0.0351
2020-05-12,14to17,0.0374
2020-05-13,14to17,0.0423
2020-05-14,14to17,0.0449
2020-05-15,14to17,0.0465
2020-05-16,14to17,0.0497
2020-05-17,14to17,0.0599
2020-05-18,14to17,0.0621
2020-05-19,14to17,0.0676
2020-05-20,14to17,0.0701
2020-05-21,14to17,0.0727
2020-05-22,14to17,0.0677
2020-05-23,14to17,0.0662
2020-05-24,14to17,0.0560
2020-05-25,14to17,0.0435
2020-05-26,14to17,0.0362
2020-05-27,14to17,0.0306
2020-05-28,14to17,0.0271
2020-05-29,14to17,0.0258
2020-05-30,14to17,0.0219
2020-05-31,14to17,0.0224
2020-06-01,14to17,0.0258
2020-06-02,14to17,0.0267
2020-06-03,14to17,0.0277
2020-06-04,14to17,0.0273
2020-06-05,14to17,0.0266
2020-06-06,14to17,0.0289
2020-06-07,14to17,0.0288
2020-06-08,14to17,0.0239
2020-06-09,14to17,0.0221
2020-06-10,14to17,0.0175
2020-06-11,14to17,0.0149
2020-06-12,14to17,0.0159
2020-06-13,14to17,0.0147
2020-06-14,14to17,0.0142
2020-06-15,14to17,0.0151
2020-06-16,14to17,0.0153
2020-06-17,14to17,0.0172
2020-06-18,14to17,0.0173
2020-06-19,14to17,0.0158
2020-06-20,14to17,0.0161
2020-06-21,14to17,0.0148
2020-06-22,14to17,0.0147
2020-06-23,14to17,0.0131
2020-06-24,14to17,0.0140
2020-06-25,14to17,0.0131
2020-06-26,14to17,0.0139
2020-06-27,14to17,0.0137
2020-06-28,14to17,0.0142
2020-06-29,14to17,0.0132
2020-06-30,14to17,0.0168
2020-07-01,14to17,0.0164
2020-07-02,14to17,0.0164
2020-07-03,14to17,0.0142
2020-07-04,14to17,0.0133
2020-07-05,14to17,0.0139
2020-07-06,14to17,0.0147
2020-07-07,14to17,0.0116
2020-07-08,14to17,0.0109
2020-07-09,14to17,0.0102
2020-07-10,14to17,0.0106
2020-07-11,14to17,0.0107
2020-07-12,14to17,0.0091
2020-07-13,14to17,0.0080
2020-07-14,14to17,0.0086
2020-07-15,14to17,0.0106
2020-07-16,14to17,0.0120
2020-07-17,14to17,0.0151
2020-07-18,14to17,0.0142
2020-07-19,14to17,0.0148
2020-07-20,14to17,0.0156
2020-07-21,14to17,0.0173
2020-07-22,14to17,0.0161
2020-07-23,14to17,0.0149
2020-07-24,14to17,0.0124
2020-07-25,14to17,0.0127
2020-07-26,14to17,0.0126
2020-07-27,14to17,0.0135
2020-07-28,14to17,0.0128
2020-07-29,14to17,0.0123
2020-07-30,14to17,0.0129
2020-07-31,14to17,0.0127
2020-08-01,14to17,0.0136
2020-08-02,14to17,0.0139
2020-08-03,14to17,0.0134
2020-08-04,14to17,0.0114
2020-08-05,14to17,0.0104
2020-08-06,14to17,0.0111
2020-08-07,14to17,0.0124
2020-08-08,14to17,0.0116
2020-08-09,14to17,0.0114
2020-08-10,14to17,0.0104
2020-08-11,14to17,0.0115
2020-08-12,14to17,0.0119
2020-08-13,14to17,0.0130
2020-08-14,14to17,0.0116
2020-08-15,14to17,0.0110
2020-08-16,14to17,0.0106
2020-08-17,14to17,0.0108
2020-08-18,14to17,0.0093
2020-08-19,14to17,0.0097
2020-08-20,14to17,0.0072
2020-08-21,14to17,0.0067
2020-08-22,14to17,0.0078
2020-08-23,14to17,0.0078
2020-08-24,14to17,0.0087
2020-08-25,14to17,0.0088
2020-08-26,14to17,0.0108
2020-08-27,14to17,0.0112
2020-08-28,14to17,0.0125
2020-08-29,14to17,0.0127
2020-08-30,14to17,0.0124
2020-08-31,14to17,0.0129
2020-09-01,14to17,0.0133
2020-09-02,14to17,0.0152
2020-09-03,14to17,0.0170
2020-09-04,14to17,0.0172
2020-09-05,14to17,0.0171
2020-09-06,14to17,0.0192
2020-09-07,14to17,0.0216
2020-09-08,14to17,0.0232
2020-09-09,14to17,0.0201
2020-09-10,14to17,0.0190
2020-09-11,14to17,0.0188
2020-09-12,14to17,0.0181
2020-09-13,14to17,0.0169
2020-09-14,14to17,0.0142
2020-09-15,14to17,0.0150
2020-09-16,14to17,0.0146
2020-09-17,14to17,0.0162
2020-09-18,14to17,0.0173
2020-09-19,14to17,0.0173
2020-09-20,14to17,0.0183
2020-09-21,14to17,0.0176
2020-09-22,14to17,0.0151
2020-09-23,14to17,0.0160
2020-09-24,14to17,0.0146
2020-09-25,14to17,0.0138
2020-09-26,14to17,0.0152
2020-09-27,14to17,0.0153
2020-09-28,14to17,0.0181
2020-09-29,14to17,0.0200
2020-09-30,14to17,0.0189
2020-10-01,14to17,0.0188
2020-10-02,14to17,0.0200
2020-10-03,14to17,0.0194
2020-10-04,14to17,0.0194
2020-10-05,14to17,0.0168
2020-10-06,14to17,0.0161
2020-10-07,14to17,0.0182
2020-10-08,14to17,0.0191
2020-10-09,14to17,0.0189
2020-10-10,14to17,0.0209
2020-10-11,14to17,0.0212
2020-10-12,14to17,0.0238
2020-10-13,14to17,0.0261
2020-10-14,14to17,0.0259
2020-10-15,14to17,0.0276
2020-10-16,14to17,0.0294
2020-10-17,14to17,0.0291
2020-10-18,14to17,0.0314
2020-10-19,14to17,0.0334
2020-10-20,14to17,0.0366
2020-10-21,14to17,0.0389
2020-10-22,14to17,0.0410
2020-10-23,14to17,0.0409
2020-10-24,14to17,0.0408
2020-10-25,14to17,0.0392
2020-10-26,14to17,0.0378
2020-10-27,14to17,0.0353
2020-10-28,14to17,0.0344
2020-10-29,14to17,0.0345
2020-10-30,14to17,0.0368
2020-10-31,14to17,0.0413
2020-11-01,14to17,0.0422
2020-11-02,14to17,0.0430
2020-11-03,14to17,0.0460
2020-11-04,14to17,0.0510
2020-11-05,14to17,0.0523
2020-11-06,14to17,0.0532
2020-11-07,14to17,0.0541
2020-11-08,14to17,0.0563
2020-11-09,14to17,0.0591
2020-11-10,14to17,0.0629
2020-11-11,14to17,0.0621
2020-11-12,14to17,0.0633
2020-11-13,14to17,0.0653
2020-11-14,14to17,0.0662
2020-11-15,14to17,0.0677
2020-11-16,14to17,0.0669
2020-11-17,14to17,0.0634
2020-11-18,14to17,0.0646
2020-11-19,14to17,0.0644
2020-11-20,14to17,0.0613
2020-11-21,14to17,0.0564
2020-11-22,14to17,0.0557
2020-11-23,14to17,0.0549
2020-11-24,14to17,0.0570
2020-11-25,14to17,0.0569
2020-11-26,14to17,0.0580
2020-11-27,14to17,0.0593
2020-11-28,14to17,0.0637
2020-11-29,14to17,0.0644
2020-11-30,14to17,0.0683
2020-12-01,14to17,0.0686
2020-12-02,14to17,0.0692
2020-12-03,14to17,0.0703
2020-12-04,14to17,0.0705
2020-12-05,14to17,0.0678
2020-12-06,14to17,0.0653
2020-12-07,14to17,0.0652
2020-12-08,14to17,0.0629
2020-12-09,14to17,0.0600
2020-12-10,14to17,0.0588
2020-12-11,14to17,0.0592
2020-12-12,14to17,0.0619
2020-12-13,14to17,0.0644
2020-12-14,14to17,0.0637
2020-12-15,14to17,0.0658
2020-12-16,14to17,0.0680
2020-12-17,14to17,0.0671
2020-12-18,14to17,0.0680
2020-12-19,14to17,0.0667
2020-12-20,14to17,0.0670
2020-12-21,14to17,0.0665
2020-12-22,14to17,0.0665
2020-12-23,14to17,0.0702
2020-12-24,14to17,0.0769
2020-12-25,14to17,0.0808
2020-12-26,14to17,0.0858
2020-12-27,14to17,0.0914
2020-12-28,14to17,0.0998
2020-12-29,14to17,0.1157
2020-12-30,14to17,0.1290
2020-12-31,14to17,0.1347
2021-01-01,14to17,0.1364
2021-01-02,14to17,0.1436
2021-01-03,14to17,0.1474
2021-01-04,14to17,0.1503
2021-01-05,14to17,0.1487
2021-01-06,14to17,0.1461
2021-01-07,14to17,0.1511
2021-01-08,14to17,0.1513
2021-01-09,14to17,0.1504
2021-01-10,14to17,0.1465
2021-01-11,14to17,0.1473
2021-01-12,14to17,0.1470
2021-01-13,14to17,0.1425
2021-01-14,14to17,0.1350
2021-01-15,14to17,0.1301
2021-01-16,14to17,0.1238
2021-01-17,14to17,0.1226
2021-01-18,14to17,0.1177
2021-01-19,14to17,0.1155
2021-01-20,14to17,0.1141
2021-01-21,14to17,0.1114
2021-01-22,14to17,0.1076
2021-01-23,14to17,0.1064
2021-01-24,14to17,0.1080
2021-01-25,14to17,0.1080
2021-01-26,14to17,0.0994
2021-01-27,14to17,0.0991
2021-01-28,14to17,0.0967
2021-01-29,14to17,0.0962
2021-01-30,14to17,0.0939
2021-01-31,14to17,0.0899
2021-02-01,14to17,0.0819
2021-02-02,14to17,0.0799
2021-02-03,14to17,0.0754
2021-02-04,14to17,0.0746
2021-02-05,14to17,0.0699
2021-02-06,14to17,0.0667
2021-02-07,14to17,0.0655
2021-02-08,14to17,0.0686
2021-02-09,14to17,0.0687
2021-02-10,14to17,0.0704
2021-02-11,14to17,0.0646
2021-02-12,14to17,0.0642
2021-02-13,14to17,0.0658
2021-02-14,14to17,0.0647
2021-02-15,14to17,0.0650
2021-02-16,14to17,0.0634
2021-02-17,14to17,0.0608
2021-02-18,14to17,0.0611
2021-02-19,14to17,0.0612
2021-02-20,14to17,0.0580
2021-02-21,14to17,0.0568
2021-02-22,14to17,0.0543
2021-02-23,14to17,0.0521
2021-02-24,14to17,0.0508
2021-02-25,14to17,0.0491
2021-02-26,14to17,0.0468
2021-02-27,14to17,0.0450
2021-02-28,14to17,0.0453
2021-03-01,14to17,0.0435
2021-03-02,14to17,0.0432
2021-03-03,14to17,0.0399
2021-03-04,14to17,0.0375
2021-03-05,14to17,0.0377
2021-03-06,14to17,0.0376
2021-03-07,14to17,0.0383
2021-03-08,14to17,0.0404
2021-03-09,14to17,0.0408
2021-03-10,14to17,0.0428
2021-03-11,14to17,0.0442
2021-03-12,14to17,0.0469
2021-03-13,14to17,0.0495
2021-03-14,14to17,0.0506
